TL,TM,TR,ML,MM,MR,BL,BM,BR,WIN
1.060988843,1.544858574,0.30112877,0.64607415,-0.737915575,0.870400585,-0.060874237,0.732523482,0.317073055,0
0.069751179,1.449538679,-0.165257999,0.840094137,0.08805545,0.915904241,-0.392494595,0.397963143,-0.603253104,0
-0.326908944,1.88817725,0.087955038,-0.334323809,-0.596880106,0.343787494,0.573876184,1.230413668,0.281948538,0
0.33771709,1.530733854,0.694726802,-0.438376108,-1.017508319,1.04504744,0.103501592,0.831584886,0.331921929,0
0.002638023,-0.053214185,1.953676386,0.868879276,-0.202073614,0.954024621,0.189425788,-0.336957639,0.529067617,0
-1.86669688,0.038541184,-0.017923913,0.290090984,0.691834249,0.240231734,0.232388869,1.36706322,0.282369672,0
-2.005060589,-0.331226299,-0.37912696,0.40710036,-0.204444791,0.668162325,-0.497111943,0.942199646,0.311480773,0
-0.835502032,-1.346881347,-0.691032651,1.258294244,0.43837728,1.021528939,0.256498773,-0.350922815,0.287430239,0
-0.340435384,0.064989992,0.556452867,1.153479568,1.447077822,0.338914235,0.32713926,1.294036607,0.288383088,0
0.324190651,-0.292453404,1.16322463,1.049427269,1.026449609,1.04017418,-0.143235332,0.895207825,0.338356479,0
-0.456235562,-0.731082448,-0.394508061,2.114724521,-0.179367276,0.510220848,0.348604306,-0.393351281,0.334558825,0
-0.562862785,0.179541784,0.574847375,0.348903145,0.089194235,0.475074866,-0.954378324,-0.897372776,-0.702965691,0
-0.585315441,0.541976743,0.47451824,0.301431157,0.420380158,0.224563188,-1.030558081,0.391425626,-0.83169937,0
0.721935913,0.031239762,0.128998885,-0.170851785,-0.379584278,0.837376794,0.559932073,0.129165483,-1.103515302,0
0.079651658,0.090118198,0.31264327,-0.816091087,0.108838146,0.893764182,0.431700321,-0.787078226,-0.913085973,0
-0.000177208,0.15578883,-0.358842558,-0.307342744,0.311760197,0.952923628,-0.666587831,-0.938448511,-0.837128095,0
-0.450050793,0.163657571,-0.025125938,0.237663849,-0.636166078,-1.075154716,-0.168886733,0.513977076,-0.979396874,0
-0.369063295,0.236660728,-0.235079584,0.676874805,0.13184909,-1.193414183,-0.461494316,-0.501328037,-0.803816418,0
-0.36917417,0.300530726,0.45500743,-0.119888784,0.530829224,-0.686278528,-1.136280418,-0.527602125,-0.692147376,0
