P0,P1,P2,P3,P4,P5,P6,P7,P8,WIN
0.530494422,0.772429287,0.150564385,0.323037075,-0.368957787,0.435200293,-0.030437119,0.366261741,0.158536528,0
0.034875589,0.72476934,-0.082629,0.420047069,0.044027725,0.457952121,-0.196247297,0.198981571,-0.301626552,0
-0.163454472,0.944088625,0.043977519,-0.167161905,-0.298440053,0.171893747,0.286938092,0.615206834,0.140974269,0
0.168858545,0.765366927,0.347363401,-0.219188054,-0.508754159,0.52252372,0.051750796,0.415792443,0.165960965,0
0.001319011,-0.026607092,0.976838193,0.434439638,-0.101036807,0.477012311,0.094712894,-0.16847882,0.264533808,0
-0.93334844,0.019270592,-0.008961956,0.145045492,0.345917125,0.120115867,0.116194435,0.68353161,0.141184836,0
-1.002530295,-0.165613149,-0.18956348,0.20355018,-0.102222396,0.334081162,-0.248555972,0.471099823,0.155740386,0
-0.417751016,-0.673440673,-0.345516326,0.629147122,0.21918864,0.51076447,0.128249386,-0.175461407,0.14371512,0
-0.170217692,0.032494996,0.278226433,0.576739784,0.723538911,0.169457117,0.16356963,0.647018304,0.144191544,0
0.162095325,-0.146226702,0.581612315,0.524713635,0.513224805,0.52008709,-0.071617666,0.447603913,0.169178239,0
-0.228117781,-0.365541224,-0.19725403,1.05736226,-0.089683638,0.255110424,0.174302153,-0.19667564,0.167279413,0
-0.281431393,0.089770892,0.287423687,0.174451573,0.044597118,0.237537433,-0.477189162,-0.448686388,-0.351482846,0
-0.29265772,0.270988371,0.23725912,0.150715579,0.210190079,0.112281594,-0.515279041,0.195712813,-0.415849685,0
0.360967957,0.015619881,0.064499442,-0.085425892,-0.189792139,0.418688397,0.279966037,0.064582741,-0.551757651,0
0.039825829,0.045059099,0.156321635,-0.408045544,0.054419073,0.446882091,0.21585016,-0.393539113,-0.456542986,0
-8.86E-05,0.077894415,-0.179421279,-0.153671372,0.155880098,0.476461814,-0.333293916,-0.469224256,-0.418564047,0
-0.225025396,0.081828786,-0.012562969,0.118831925,-0.318083039,-0.537577358,-0.084443367,0.256988538,-0.489698437,0
-0.184531647,0.118330364,-0.117539792,0.338437403,0.065924545,-0.596707092,-0.230747158,-0.250664018,-0.401908209,0
-0.184587085,0.150265363,0.227503715,-0.059944392,0.265414612,-0.343139264,-0.568140209,-0.263801063,-0.346073688,0
